Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Succ. def. per 90,Def duels per 90,Def duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Succ. att. actions,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals total,Head goals per 90,Shots total,Shots per 90,Shots on target %,"Goal conv., %",Assists per 90,Crosses per 90,"Crosses, %",Crosses from left per 90,"Crosses from left, %",Crosses from right per 90,"Crosses from right, %",Crosses to goalie box per 90,Dribbles per 90,Dribbles succ. %,Off duels per 90,Off duels won %,Touches in box per 90,Progressive runs per 90,Passes per 90,Passes acc. %,Fwd passes per 90,Fwd passes acc. %,Back passes per 90,Back passes acc. %,Lat passes per 90,Lat passes acc. %,Sh/m passes per 90,Sh/m passes acc. %,Lng passes per 90,Lng passes acc. %,"Avg pass length, m","Avg lng pass length, m",xA per 90,Second assists per 90,Third assists per 90,Smt passes per 90,Smt passes acc. %,Key passes per 90,Final 3rd passes per 90,Final 3rd passes acc. %,Passes to penalty area per 90,Passes to penalty area acc. %,Thru passes per 90,Thru passes acc. %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Goals total,Goals per 90,Shots total,Shots per 90,Clean sheets,Save %,xG against,xG against per 90,Back passes to GK per 90,Exits per 90,Punches per 90,"Punches, %",Claims per 90,Claim/punch ratio,Aerial duels per 90,Aerial duels won %,FKs per 90,DFKs per 90,DFKs on target %,Corners per 90,Penalties taken,Penalty conversion %,League
O. Khan,,"LW, AMF",24,75000,,26,1590,1,1.93,4,3.48,England,"England, Pakistan",right,175,71,no,5.38,4.36,59.74,2.26,30,0,0,0.11,2.77,4.67,1.19,1,0.06,0,0,5.55,0.06,1,0.06,0.11,0,0,28,1.58,21.43,3.571,0.23,3.28,25.86,2.04,30.56,1.19,14.29,0.74,6.96,57.72,13.42,39.24,2.77,2.83,26.49,78.42,5.6,66.67,7.42,96.18,8.09,72.73,21.45,88.39,1.81,56.25,17.2,19.54,0.2,0,0.06,0.45,75,0.51,1.98,74.29,3.28,50,0.45,62.5,1.19,0.79,3.57,80.95,0,,0,,0,0,0,0,0.11,,,,,,,,1.75,0.4,14.29,2.32,0,0,English Third Division
J. Taylor,Nottingham Forest U23,"LCMF, LCMF3, LDMF",21,0,2021-06-30,18,1583,5,3.63,1,0.56,England,England,right,178,77,no,7.45,6.54,59.13,4.15,38.36,0.57,0.81,0.45,3.01,4.27,1.88,3,0.17,0,0,2.44,0.28,5,0.28,0.21,0,0,30,1.71,46.67,16.667,0.06,1.25,18.18,1.14,10,0.11,100,0.11,2.73,47.92,6.65,40.17,1.36,0.8,24.79,77.52,7.33,69.77,5.23,95.65,8.81,74.84,21.83,82.55,1.99,60,18.97,29.08,0.03,0,0,0.34,33.33,0.23,3.35,67.8,1.48,38.46,0.34,33.33,0.63,0.23,4.43,62.82,0,,0,,0,0,0,0,0.28,,,,,,,,0.06,0.06,0,0,0,0,English Third Division
R. Lambe,,"LCMF3, RW, LW",29,200000,,23,1573,2,1.64,1,1.28,Bermuda,Bermuda,right,175,81,no,8.53,7.72,64.44,1.77,38.71,0.34,0.51,0.17,3.2,4.76,1.43,5,0.29,2,0.11,2.52,0.11,1,0.06,0.09,0,0,16,0.92,18.75,12.5,0.06,0.8,42.86,0.29,20,0.51,55.56,0.17,3.83,40.3,8.98,32.48,0.86,1.26,38.68,82.69,11.39,67.34,8.75,92.16,11.21,88.78,35.19,87.32,2.92,35.29,16.65,22.4,0.07,0.11,0,1.32,34.78,0.29,5.61,58.16,2.4,66.67,1.03,22.22,1.32,0.46,5.84,74.51,0,,0,,0,0,0,0,0.23,,,,,,,,0,0,0,0.11,1,100,English Third Division
B. Roche,,GK,38,250000,,16,1562,0,0,0,0,Republic of Ireland,Republic of Ireland,right,193,90,no,1.73,0,0,0.63,90.91,0.06,0.08,0,1.67,2.44,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0,0,16.19,74.73,11.98,67.79,0,0,4.03,95.71,6.28,98.17,9.91,59.88,45.03,55.74,0,0,0,0,0,0.06,4.26,52.7,0.17,33.33,0,0,0.17,0,7.2,79.2,29,1.67,81,4.67,3,64.2,27.34,1.58,0,2.59,0.46,50,1.5,3.25,0.63,90.91,,,,0,0,0,English Third Division
E. List,Stevenage,"CF, RW, RB",23,50000,2021-06-30,21,1560,2,2.91,1,0.69,England,England,right,174,74,no,8.31,6.52,61.06,4.21,31.51,0.29,0.4,0.06,4.04,5.65,1.67,1,0.06,0,0,3.92,0.12,2,0.12,0.17,0,0,25,1.44,36,8,0.06,2.54,22.73,0.81,21.43,1.73,23.33,0.46,4.85,55.95,9.52,43.03,2.71,1.73,14.6,61.26,4.5,50,2.77,91.67,3.81,57.58,10.85,73.4,1.56,29.63,21.5,22.6,0.04,0.06,0,0.23,50,0.12,1.62,35.71,1.62,32.14,0.29,20,0.23,0.58,2.19,65.79,0,,0,,0,0,0,0,0.06,,,,,,,,0,0,0,0.12,0,0,English Third Division
M. Palmer,,"RCMF, RCMF3, DMF",25,250000,,19,1560,0,0.22,1,2.14,England,England,right,179,79,no,8.37,6.4,63.96,3,46.15,0.23,0.35,0.17,4.04,6.1,0.63,0,0,0,0,1.33,0,0,0,0.01,0,0,4,0.23,25,0,0.06,1.21,42.86,0.46,37.5,0.75,46.15,0.23,1.15,55,3.23,48.21,0.4,0.58,39.46,82.89,12.52,66.82,7.5,97.69,13.62,90.25,33.52,88.3,5.02,57.47,20.11,32.55,0.12,0.12,0.06,0.29,40,0.29,7.27,69.05,1.73,60,0.58,30,0.87,0.52,8.08,77.14,0,,0,,0,0,0,0,0.23,,,,,,,,1.62,0,0,2.08,0,0,English Third Division
L. Varney,,CF,37,100000,,21,1559,7,5.25,2,0.73,England,England,right,180,70,no,2.89,3.29,47.37,15.24,29.92,0.35,0.51,0.12,0.98,1.46,2.77,6,0.35,1,0.06,1.5,0.4,7,0.4,0.3,3,0.17,30,1.73,43.33,23.333,0.12,0.52,22.22,0.35,33.33,0.17,0,0,1.21,28.57,4.79,25.3,3,0.4,17.67,68.95,3.93,50,4.85,88.1,4.79,67.47,16.22,71.53,1.04,50,17.08,19.64,0.04,0.06,0,0.75,38.46,0.23,1.96,52.94,1.1,47.37,0.69,33.33,0.58,0.12,1.79,67.74,0,,0,,0,0,0,0,0.12,,,,,,,,0,0,0,0,0,0,English Third Division
A. Butler,,"LCB, CB",36,100000,,18,1538,0,1.7,0,0.17,England,England,left,183,83,no,10.42,5.09,78.16,10.3,63.07,0.18,0.29,0.82,6.26,10.39,0.99,4,0.23,0,0,0.41,0,0,0,0.1,0,0,12,0.7,41.67,0,0,0.18,33.33,0.12,50,0,0,0.06,0.18,33.33,1.11,36.84,1.11,0,29.79,71.32,16.5,58.51,2.17,97.3,9.01,86.36,23.52,77.36,6.26,49.53,20.74,31.9,0.01,0,0,0.06,0,0.06,4.33,44.59,0.35,33.33,0.18,33.33,0.29,0.06,6.79,54.31,0,,0,,0,0,0,0,1.99,,,,,,,,0,0,0,0,0,0,English Third Division
C. Harriott,Colchester United,"LAMF, RAMF, LW",26,250000,2021-06-30,22,1531,3,3.02,3,3.29,England,"England, Guyana",left,165,66,no,6,5.64,54.17,1.65,17.86,0.29,0.44,0.06,2.65,3.97,1.59,3,0.18,0,0,5.64,0.18,3,0.18,0.18,0,0,38,2.23,31.58,7.895,0.18,2.41,24.39,1.47,28,0.94,18.75,0.24,7.41,51.59,13.17,39.29,2.59,2.88,24.28,72.4,7.05,65,5.06,90.7,7.58,63.57,20.57,79.71,1.7,41.38,17.73,27.26,0.19,0.06,0.06,1,52.94,0.47,2.65,60,2.94,36,0.88,60,1.06,0.53,3.53,88.33,0,,0,,0,0,0,0,0.06,,,,,,,,0.94,0.06,0,2.35,0,0,English Third Division
L. Shephard,,"RWB, RW, RB",25,75000,,19,1524,1,2.4,2,3.59,Wales,Wales,right,178,67,no,7.68,5.61,63.16,3.43,34.48,0.06,0.09,0.06,4.07,6.45,0.47,2,0.12,0,0,5.67,0.06,1,0.06,0.14,0,0,23,1.36,26.09,4.348,0.12,5.02,34.12,0.06,0,4.96,34.52,1.36,4.37,68.92,8.98,49.34,1.54,2.01,39.33,75.08,10.81,66.12,8.21,95.68,14.17,74.58,32.07,83.24,2.72,52.17,20.27,39.03,0.21,0.06,0,1.48,40,0.77,5.2,56.82,4.96,46.43,1.06,22.22,1.48,1.54,8.98,85.53,0,,0,,0,0,0,0,0.3,,,,,,,,0.47,0.24,25,1.18,1,0,English Third Division
N. McGinley,Motherwell,"LB, LCB3, LWB",23,100000,2022-06-30,20,1509,0,0.09,0,0.43,England,England,left,187,86,no,7.75,5.49,54.35,5.73,41.67,0.6,0.97,0.18,4.17,6.8,0.83,2,0.12,0,0,2.39,0,0,0,0.01,0,0,3,0.18,33.33,0,0,2.33,33.33,2.33,33.33,0,0,0.42,2.86,52.08,4.59,49.35,0.89,2.5,42.41,82,14.85,70.68,6.02,96.04,14.25,87.03,36.44,89.53,4.06,38.24,19.33,36.69,0.03,0,0,0.12,50,0.12,3.94,54.55,1.91,37.5,0.24,0,0.42,0.54,7.69,70.54,0,,0,,0,0,0,0,0.36,,,,,,,,0.06,0,0,0.66,0,0,English Third Division
K. Ntlhe,,"LB, RB",26,200000,,18,1501,1,1.05,1,0.83,South Africa,"South Africa, England",left,175,66,no,11.63,7.67,64.06,7.26,60.33,0.6,0.96,0.3,6.12,9.75,1.26,6,0.36,0,0,2.34,0.06,1,0.06,0.06,0,0,13,0.78,38.46,7.692,0.06,1.98,27.27,1.14,36.84,0.84,14.29,0.12,2.1,68.57,4.32,58.33,1.44,1.2,30.76,67.45,15.41,56.03,4.32,94.44,6.54,71.56,23.56,76.08,5.46,43.96,20.57,32.16,0.05,0.06,0,0.18,33.33,0.18,5.7,54.74,2.04,35.29,0.42,28.57,0.42,0.54,7.38,66.67,0,,0,,0,0,0,0,0.36,,,,,,,,0,0,0,0,0,0,English Third Division
M. Mills,,"CB, LCB, RCB",34,0,,19,1492,0,0.72,0,0.24,England,England,right,191,82,no,8.57,5.07,58.33,7.36,53.28,0.24,0.38,0.84,5.37,8.53,1.03,6,0.36,1,0.06,0.36,0,0,0,0.04,0,0,6,0.36,50,0,0,0.18,33.33,0,0,0.12,0,0,0.24,25,0.78,30.77,0.84,0.54,44.34,81.9,22.62,72,2.23,94.59,15.68,92.69,35.59,90,8.87,49.66,24.1,42.87,0.01,0,0,0.18,33.33,0.06,7.96,53.03,0.72,25,0.6,30,0.54,0.06,10.98,74.73,0,,0,,0,0,0,0,1.69,,,,,,,,0,0,0,0,0,0,English Third Division
C. Conway,St. Johnstone,RW,35,400000,2021-05-31,20,1483,0,1.39,5,3.07,Scotland,Scotland,right,170,67,no,5.4,4.92,60.49,2.91,37.5,0.12,0.17,0,2.31,3.3,0.79,0,0,0,0,4.01,0,0,0,0.08,0,0,20,1.21,35,0,0.3,4.19,31.88,0.55,33.33,3.64,31.67,1.09,3.4,60.71,8.56,48.23,1.58,0.91,29.25,75.73,6.74,58.56,7.71,97.64,10.86,73.74,23.97,84.81,1.7,32.14,19.67,28.83,0.19,0.06,0,0.36,50,0.42,2.97,57.14,3.82,38.1,0.49,50,0.61,1.46,5.22,72.09,0,,0,,0,0,0,0,0.06,,,,,,,,1.76,0.12,0,2.25,0,0,English Third Division
J. Jones,Salford City,"LCMF, RCMF",26,0,2021-06-30,20,1476,0,1.13,1,1.52,England,"England, Northern Ireland",right,185,76,no,10.18,9.27,56.58,6.77,54.05,0.49,0.68,0.55,4.45,6.17,1.83,5,0.3,0,0,2.68,0,0,0,0.07,0,0,23,1.4,17.39,0,0.06,0.85,42.86,0.12,50,0.67,45.45,0.06,3.6,57.63,8.41,46.38,0.73,2.44,41.04,76.67,17.62,62.63,4.21,86.96,14.82,89.3,32.01,84.19,8.72,52.45,24.03,40.17,0.09,0,0,0.3,0,0.43,10.91,58.1,1.89,48.39,1.16,15.79,0.67,0.3,9.09,76.51,0,,0,,0,0,0,0,0.37,,,,,,,,0,0,0,0,0,0,English Third Division
C. Neal,,GK,34,100000,,15,1467,0,0,0,0.08,England,England,right,186,86,no,1.6,0,0,0.25,50,0,0,0,1.6,2.17,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.64,90.98,9.94,86.42,0,0,5.28,98.84,8.53,98.56,7.12,81.9,35.68,50.49,0,0,0,0,0,0,2.64,81.4,0.06,0,0,0,0,0,6.01,91.84,19,1.17,74,4.54,2,74.32,21.78,1.34,0,1.23,0.12,50,0.86,7,0.25,50,,,,0,0,0,English Third Division
L. Gibson,Newcastle United U23,"LB, LCB",23,0,,17,1457,0,0.07,0,0.99,England,England,left,185,71,no,14.89,10.01,64.2,8.89,48.61,0.25,0.37,0.43,8.22,12.24,1.24,4,0.25,0,0,2.22,0,0,0,0,0,0,3,0.19,0,0,0,2.41,38.46,2.41,38.46,0,0,0.49,1.91,58.06,4.2,47.06,0.43,0.8,36.2,72.7,17.54,61.62,3.95,93.75,9.82,81.13,26.87,82.3,7.35,48.74,20.98,36.37,0.06,0,0,0.25,75,0.25,6.79,54.55,3.03,48.98,0.8,30.77,0.8,0.74,8.96,68.28,0,,0,,0,0,0,0,0.37,,,,,,,,0.31,0,0,0.12,0,0,English Third Division
B. Thomas-Asante,Salford City,CF,21,0,2021-06-30,20,1453,6,5.05,2,1.61,England,"England, Ghana",right,175,74,no,4.71,3.72,56.67,6.69,21.3,0.5,0.73,0.12,2.11,3.1,1.98,3,0.19,0,0,4.4,0.37,6,0.37,0.31,3,0.19,43,2.66,37.21,13.953,0.12,0.74,41.67,0.31,40,0.43,42.86,0.25,5.02,56.79,15.49,36,4.15,2.23,14.37,69.83,4.52,64.38,2.73,84.09,3.72,68.33,13.07,72.51,0.74,41.67,15.47,17.94,0.1,0,0,0.87,28.57,0.43,1.55,52,1.24,45,0.74,16.67,0.81,0.31,1.61,76.92,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,English Third Division
A. Collins,Forest Green Rovers,"CF, AMF",23,75000,2021-06-30,28,1447,5,4.41,0,1.78,Wales,Wales,right,185,74,no,2.61,3.36,61.11,3.92,25.4,0,0,0,0.56,0.97,1.18,3,0.19,0,0,3.61,0.31,5,0.31,0.27,1,0.06,46,2.86,39.13,10.87,0,1.62,30.77,0.56,22.22,0.93,33.33,0.56,3.48,42.86,9.77,33.12,2.61,1.12,20.59,73.72,4.98,58.75,5.35,95.35,6.22,71,18.41,78.72,0.75,41.67,16.42,15.33,0.11,0.19,0.06,1.06,47.06,0.19,1.87,50,2.55,60.98,0.93,46.67,0.87,0.31,2.36,78.95,0,,0,,0,0,0,0,0,,,,,,,,0.06,0,0,0.31,0,0,English Third Division
J. Reeves,,"RCMF, DMF, LCMF",27,200000,,18,1445,1,0.22,0,1.77,England,England,right,170,70,no,9.84,7.79,59.2,3.61,36.21,0.25,0.41,0.25,4.98,8.22,1.93,5,0.31,0,0,1.37,0.06,1,0.06,0.01,0,0,13,0.81,23.08,7.692,0,1.18,36.84,0.44,42.86,0.75,33.33,0.12,1.56,44,3.74,33.33,0.44,0.81,51.88,76.47,20.74,56.76,8.35,94.78,15.51,87.15,41.79,84.95,9.09,41.78,20.21,38.11,0.11,0,0,0.37,16.67,0.06,10.84,55.75,2.12,32.35,1,6.25,0.62,0.37,9.4,72.19,0,,0,,0,0,0,0,0.75,,,,,,,,1.62,0.19,0,1.87,0,0,English Third Division
G. Reilly,,CF,27,300000,,21,1442,4,4.7,2,2,Scotland,Scotland,right,181,73,no,3.87,4.99,53.75,6.37,18.63,0.37,0.54,0.06,0.81,1.17,1.75,0,0,0,0,2.12,0.25,4,0.25,0.29,1,0.06,27,1.69,37.04,14.815,0.12,1,25,0.31,20,0.62,20,0.31,2.25,38.89,8.11,25.38,2.75,0.87,18.72,83,2.87,63.04,6.37,96.08,5.8,78.49,17.48,86.79,0.44,42.86,15.36,12.77,0.13,0.06,0.06,0.81,46.15,0.62,2,68.75,1.19,47.37,0.5,62.5,0.81,0.25,1.87,76.67,0,,0,,0,0,0,0,0.06,,,,,,,,0,0,0,0,0,0,English Third Division
Filipe Morais,Crawley Town,"RW, AMF, LAMF",34,300000,2021-06-30,21,1441,2,2.28,1,1.9,Portugal,"Portugal, England",right,175,73,no,3.93,3.81,54.1,2.12,29.41,0.06,0.09,0.19,1.81,2.7,0.75,4,0.25,1,0.06,4.43,0.12,2,0.12,0.14,1,0.06,31,1.94,35.48,6.452,0.06,3.68,20.34,1.31,23.81,2.31,16.22,0.62,4.68,58.67,7.49,45.83,2,2.56,31.98,76.37,8.68,70.5,7.56,95.04,9.12,71.92,26.29,86.46,2.5,50,17.57,30.77,0.12,0,0,0.87,28.57,0.5,3.19,64.71,3.25,36.54,0.62,30,1,1.06,5.18,67.47,0,,0,,0,0,0,0,0.12,,,,,,,,0.56,0.12,50,1.37,1,0,English Third Division
J. Jones,Lincoln City,"RCMF3, RCMF",24,100000,2023-06-30,23,1439,2,3.05,2,1.63,Scotland,Scotland,right,175,68,no,5.19,4.38,65.71,3.69,45.76,0.06,0.1,0.13,2.25,3.65,0.44,1,0.06,0,0,2.5,0.13,2,0.13,0.19,0,0,28,1.75,32.14,7.143,0.13,1.5,41.67,0.25,75,1.25,35,0.06,1.81,55.17,5.75,40.22,1.56,0.38,43.15,80.29,11.2,59.78,9.57,96.73,14.76,83.47,37.65,85.22,4.38,48.57,18.83,34.1,0.1,0.06,0.06,1.06,29.41,0.31,5.94,61.05,2.81,35.56,1.44,26.09,0.69,0.69,6.19,69.7,0,,0,,0,0,0,0,0.13,,,,,,,,1,0.13,50,1.5,0,0,English Third Division
C. McCann,Oldham Athletic,"RCMF, LCMF, DMF",33,400000,,16,1436,0,0.51,0,0.46,Republic of Ireland,Republic of Ireland,left,185,75,no,10.47,7.02,53.57,4.26,55.88,1.5,2.2,0.44,5.2,7.59,1.69,5,0.31,0,0,1.69,0,0,0,0.03,0,0,13,0.81,7.69,0,0,0.63,70,0.5,75,0.13,50,0.06,2.01,40.63,5.58,39.33,0.13,0.5,40.3,78.85,18.8,67.67,2.63,90.48,13.79,90.91,33.28,84.18,7.02,54.46,21.84,37.45,0.03,0,0.06,0.75,50,0.13,9.4,67.33,1.94,61.29,1,25,0.81,0.44,9.34,76.51,0,,0,,0,0,0,0,0.31,,,,,,,,0.25,0,0,0,0,0,English Third Division
C. Anene,Midtjylland,CF,27,250000,2022-06-30,28,1426,7,4.5,1,0.55,Norway,"Norway, Nigeria",right,188,86,no,2.02,1.7,51.85,8.96,31.69,0.13,0.19,0,1.01,1.5,1.07,0,0,0,0,1.26,0.44,7,0.44,0.28,1,0.06,21,1.33,57.14,33.333,0.06,0.13,0,0.06,0,0,0,0,1.39,36.36,6.69,24.53,2.21,0.44,12.05,76.96,1.89,53.33,3.47,90.91,3.91,80.65,11.87,77.66,0.06,100,12.95,1.25,0.03,0,0,0,0,0.13,1.14,72.22,0.38,50,0,0,0.57,0.06,1.01,68.75,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,English Third Division
D. Guthrie,Walsall,"LCMF, RCMF, DMF",33,400000,2021-06-30,25,1426,1,0.58,1,4.36,England,England,right,176,79,no,6.06,3.91,56.45,2.71,48.84,0.88,1.38,0.19,2.97,4.62,1.26,3,0.19,0,0,1.89,0.06,1,0.06,0.04,0,0,9,0.57,22.22,11.111,0.06,1.58,40,0.69,36.36,0.82,46.15,0.13,1.96,51.61,4.35,42.03,0.13,0.38,50.55,80.27,18.24,66.78,6.19,95.92,20.64,87.77,41.28,86.7,8.08,53.91,22.25,39.73,0.28,0,0,0.38,33.33,0.13,10.48,65.66,2.71,48.84,0.76,33.33,0.76,0.57,9.97,81.01,0,,0,,0,0,0,0,0.57,,,,,,,,3.35,0.38,16.67,4.99,0,0,English Third Division
G. Woods,Oldham Athletic,GK,29,300000,2021-06-30,15,1418,0,0,0,0,England,England,right,185,77,no,1.97,0.19,66.67,0.25,75,0.06,0.08,0,1.78,2.27,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0.13,100,0,0,14.72,72.84,11.74,67.03,0,0,2.73,97.67,5.46,96.51,9.2,59.31,47.16,60.27,0,0,0,0,0,0,5.78,51.65,0.32,0,0,0,0,0,6.16,86.6,25,1.59,75,4.76,1,66.67,24.29,1.54,0,1.59,0.25,25,1.14,4.5,0.25,75,,,,0,0,0,English Third Division
J. Widdowson,Leyton Orient,"LB, LWB",31,125000,2021-06-30,16,1416,1,0.07,0,0.16,England,England,left,183,76,no,10.04,6.93,63.3,4.07,57.81,1.08,1.57,0.25,4.58,6.65,0.89,2,0.13,0,0,0.83,0.06,1,0.06,0,0,0,2,0.13,50,50,0,1.4,13.64,1.4,13.64,0,0,0.06,0.83,53.85,2.03,37.5,0.32,1.21,30.51,77.29,12.58,62.63,7.63,96.67,5.85,85.87,24.92,84.44,4.39,56.52,19.21,36.29,0.01,0,0.06,0.13,100,0,4.39,66.67,1.21,36.84,0.06,100,0.25,0.13,6.61,65.38,0,,0,,0,0,0,0,1.08,,,,,,,,0,0,0,0,0,0,English Third Division
H. Pritchard,Bradford City,"LW, LCMF, LCMF3",27,0,2021-06-30,21,1411,3,3,5,4.12,England,England,left,183,79,no,6.57,4.08,62.5,4.15,49.23,0.57,0.95,0.19,3.44,5.72,0.7,1,0.06,0,0,2.93,0.19,3,0.19,0.19,0,0,30,1.91,20,10,0.32,3.25,29.41,2.17,29.41,1.02,31.25,0.26,2.42,60.53,5.36,47.62,2.17,0.96,28.07,72.73,9.18,60.42,6.25,97.96,8.67,72.79,21.11,81.87,3.83,58.33,20.94,29.4,0.26,0,0.13,0.13,100,0.45,3.95,54.84,2.81,40.91,0.38,50,0.51,0.83,5.36,77.38,0,,0,,0,0,0,0,0.06,,,,,,,,2.62,0.13,0,2.62,0,0,English Third Division
Y. Songo'o,,"LCMF, LDMF, DMF",28,100000,,16,1409,0,1.07,0,0,France,"France, Cameroon",right,185,77,no,7.28,4.98,47.44,6.64,59.62,0.45,0.68,0.64,4.47,6.82,1.21,4,0.26,0,0,0.89,0,0,0,0.07,0,0,10,0.64,30,0,0,0.06,0,0,0,0,0,0,1.09,58.82,3.83,45,1.02,0.32,29.06,79.78,9.2,63.89,3.96,93.55,11.63,86.26,25.55,82.5,3.7,62.07,20.38,35.3,0,0,0,0.13,50,0.06,6,63.83,0.89,42.86,0.26,25,0.45,0,5.17,69.14,0,,0,,0,0,0,0,0.32,,,,,,,,0,0,0,0,0,0,English Third Division
W. Tomlinson,Mansfield Town,"RCMF, LCMF3, LCMF",22,0,2021-06-30,18,1406,1,0.92,1,1,England,England,right,178,74,no,10.63,7.87,61.79,3.58,46.43,1.54,2.42,0.51,4.22,6.67,1.47,4,0.26,0,0,1.15,0.06,1,0.06,0.06,0,0,14,0.9,21.43,7.143,0.06,1.09,47.06,0.51,37.5,0.51,50,0.13,1.22,21.05,4.1,35.94,0.38,0.64,26.95,68.17,11.33,50.28,4.35,98.53,8.19,75,21.7,74.34,4.35,41.18,20.81,34.74,0.06,0,0,0.7,27.27,0.13,6.79,43.4,1.98,48.39,0.58,11.11,0.51,0.45,6.15,70.83,0,,0,,0,0,0,0,0.64,,,,,,,,0.51,0.06,0,0.9,0,0,English Third Division
L. Thomas,Forest Green Rovers,GK,22,0,2021-06-30,15,1394,0,0,0,0,Wales,Wales,right,183,70,no,1.55,0.13,100,0.13,50,0,0,0,1.42,2.24,0,1,0.06,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,100,0.45,100,0,0,22.66,79.49,16.01,71.77,0.06,100,6.33,97.96,10.91,95.27,11.75,64.84,37.76,49.67,0,0,0,0,0,0,3.68,52.63,0,0,0.06,0,0,0,8.2,78.74,10,0.65,50,3.23,7,80,11.58,0.75,0,1.87,0.52,62.5,0.9,1.75,0.13,50,,,,0,0,0,English Third Division
O. Olomola,Scunthorpe United,CF,22,0,2021-06-30,27,1393,5,3.95,0,0.48,England,"England, Nigeria",right,180,80,no,2.33,3.23,40,4.07,25.4,0,0,0.13,1.03,1.43,1.62,1,0.06,0,0,2.78,0.32,5,0.32,0.26,2,0.13,35,2.26,40,14.286,0,0.84,38.46,0.52,62.5,0.32,0,0.13,2.71,52.38,12.86,24.62,2.52,1.03,22.42,83.86,3.81,64.41,6.46,94,8.21,86.61,20.8,86.96,0.97,46.67,18.54,14.93,0.03,0.13,0,0.84,15.38,0.06,2.58,60,1.62,52,0.9,14.29,0.71,0.32,2.52,71.79,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,English Third Division
K. Anderson,Blackpool,"LW, AMF, RCMF",25,100000,2022-06-30,20,1385,6,3.83,4,2.89,England,"England, Nigeria",right,178,71,no,5.07,4.55,51.43,1.75,18.52,0.65,1.03,0.26,2.08,3.3,1.3,2,0.13,0,0,5.78,0.39,6,0.39,0.25,0,0,41,2.66,43.9,14.634,0.26,1.56,33.33,0.58,55.56,0.97,20,0.45,5.91,57.14,12.35,48.42,2.79,3.38,39.44,82.04,11.37,65.14,8.38,96.12,13.13,88.12,36.13,85.79,2.27,48.57,18.34,33.36,0.19,0.13,0.19,2.27,31.43,0.45,5.72,67.05,4.29,62.12,1.82,25,2.53,0.65,6.89,82.08,0,,0,,0,0,0,0,0.19,,,,,,,,0.45,0.39,33.33,0.06,0,0,English Third Division
J. Cogley,Birmingham City,RB,24,100000,2021-06-30,16,1385,0,0,2,0.82,England,England,right,174,68,no,14.82,10.46,71.43,2.21,29.41,0.06,0.08,0.26,7.28,8.75,0.71,2,0.13,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0.13,2.4,48.65,0.06,100,2.34,47.22,0.26,1.3,50,3.57,45.45,0.19,0.71,27.62,68.94,14.75,57.71,2.4,94.59,7.02,78.7,18,77.98,7.34,53.1,21.99,35.73,0.05,0,0,0.19,33.33,0.26,6.11,60.64,2.34,58.33,0.32,60,0.32,1.17,10.46,68.32,0,,0,,0,0,0,0,0.97,,,,,,,,0.32,0,0,0.26,0,0,English Third Division
L. Davies,Cambridge United,"RW, RWB, RB",20,0,2021-06-30,16,1376,0,0.46,2,1.33,England,England,right,180,70,no,7.91,8.37,47.66,4.38,47.76,0.2,0.28,0,3.73,5.39,0.39,0,0,0,0,2.03,0,0,0,0.03,0,0,5,0.33,0,0,0.13,3.99,34.43,0,0,3.99,34.43,0.59,0.72,54.55,2.22,50,0.59,0.92,34.21,71.7,13.34,59.8,5.56,100,9.35,68.53,24.99,84.03,5.63,43.02,20.66,35.44,0.09,0,0.07,0.39,66.67,0.46,6.67,62.75,3.79,48.28,0.33,0,0.52,1.44,9.55,73.97,0,,0,,0,0,0,0,0.52,,,,,,,,0.13,0,0,0.39,0,0,English Third Division
